Nhân vật,Năm,Sự kiện
Laura Fernández Delgado,2024,"Vào ngày 11 tháng 7 năm 2024, bà ký một sắc lệnh thiết lập ngày 30 tháng 7 là ngày kỷ niệm quyền bầu cử của phụ nữ ở Costa Rica."
Laura Fernández Delgado,2025,"Vào ngày 31 tháng 1 năm 2025, Fernández từ chức khỏi các vị trí bộ trưởng để đủ điều kiện tranh cử tổng thống trong cuộc bầu cử tổng thống Costa Rica năm 2026."
Laura Fernández Delgado,2025,"Ngày 29 tháng 7 năm 2025, Fernández chính thức tuyên bố tranh cử tổng thống với tư cách là thành viên của Đảng Nhân dân Chủ quyền (PPSO)."
Laura Fernández Delgado,2026,"Năm 2026, bà giành chiến thắng cuộc bầu cử tổng thống với tư cách là ứng cử viên tổng thống của Đảng Nhân dân Chủ quyền."
Ebenezer Cobb Morley,1858,"Ông chuyển đến Barnes vào năm 1858 thành lập Barnes Club, một thành viên sáng lập của FA, năm 1862."
Ebenezer Cobb Morley,1863,"Năm 1863, là đội trưởng của Câu lạc bộ dựa trên Mortlake, ông đã viết cho tờ báo Bell's Life đề xuất một cơ quan chủ quản cho môn thể thao, dẫn đến cuộc họp đầu tiên tại quán rượu của Freemasons, tạo ra FA."
Ebenezer Cobb Morley,1863,Ông là thư ký đầu tiên của FA (1863–1866) và là chủ tịch thứ hai (1867–1874) và soạn thảo các luật đầu tiên của bóng đá tại nhà ông ở Barnes.
Ebenezer Cobb Morley,1903,Ông phục vụ trong Hội đồng Quận Surrey cho Barnes (1903–1919) và là Công lý Hòa bình.
Ebenezer Cobb Morley,2013,Hull City to honour Founding Father Ebenezer Morley Hiệp hội bóng đá Anh 11 Dec 2013
Ebenezer Cobb Morley,2015,"Tại ngôi nhà này, số 26 The Terrace, nơi đã mang một tấm bảng màu xanh cho Morley, đã sụp đổ ""giống như một tháp bài"" vào tháng 11 năm 2015 trong suốt quá trình xây dựng."
Ahmed Ben Bella,1916,"Ben Bella sinh ra trong Maghnia ở miền tây Algeria, trong thời kỳ cao trào của chế độ thực dân Pháp vào ngày 25 tháng 12 năm 1916."
Ahmed Ben Bella,1936,Ben Bella tình nguyện phục vụ trong quân đội Pháp vào năm 1936.
Ahmed Ben Bella,1939,Được điều động đến Marseille ông chơi bóng đá ở vị trí trung vệ cho Olympique de Marseille năm 1939–1940.
Ahmed Ben Bella,1940,Ông xuất hiện lần duy nhất của mình cho câu lạc bộ là trong một trận đấu với FC Antibes trong Coupe de France vào ngày 29 tháng 4 năm 1940 tại Cannes.
Ahmed Ben Bella,1940,"Trong năm 1940, Ben Bella gia nhập quân ngũ một lần nữa và đã được trao Croix de Guerre."
Ahmed Ben Bella,1945,Ông đã từ chối chấp nhận nhiệm vụ của một sĩ quan sau khi học tập của các đàn áp Pháp khắc nghiệt mà theo một người Hồi giáo đang lên trong thị trấn nhỏ của Algeria Setif tháng 5 năm 1945.
Igor Morozov,2005,Anh ra mắt đội một năm 2005 từng là đội trưởng của câu lạc bộ.
Igor Morozov,2006,"Levadia Meistriliiga: 2006, 2008, 2009 Cúp bóng đá Estonia: 2009–10, 2011–12 Siêu cúp bóng đá Estonia: 2010 Debrecen Nemzeti Bajnokság I: 2013–14    Cầu thủ xuất sắc nhất năm Meistriliiga: 2012 Cầu thủ xuất sắc nhất năm Meistriliiga được người hâm mộ bình chọn: 2012       Bản mẫu:EFA player Igor Morozov tại National-Football-Teams."
Igor Morozov,2008,Morozov ra mắt đội tuyển quốc gia ngày 31 tháng 5 năm 2008 trước Litva tại Cúp Baltic 2008.
Igor Morozov,2012,Anh được bầu chọn Cầu thủ xuất sắc nhất năm Meistriliiga ở mùa giải 2012.
Igor Morozov,2013,"Ngày 15 tháng 1 năm 2013 có thông báo rằng Morozov đã kí hợp đồng 2,5 năm với câu lạc bộ Polonia Warszawa của Ba Lan."
Luis Alegre Zahonero,1992,Luis Alegre thuộc về các tổ chức chính trị cánh tả khác nhau từ năm 1992.
Luis Alegre Zahonero,1999,Ông tích cực tham gia phong trào sinh viên chống lại việc hàng hóa của trường đại học của mình từ năm 1999 đến năm 2002.
Luis Alegre Zahonero,2010,"Alegre và Fernandez Liria đã viết một số cuốn sách cùng nhau, đáng chú ý nhất là The Order of Capital, đã giành được giải thưởng Liberator Prize for Critical Thinking vào năm 2010."
Luis Alegre Zahonero,2015,"Vào tháng 6 năm 2015, Alegre được xếp ở vị trí thứ ba trong danh sách 50 người đồng tính có ảnh hưởng nhất của Tây Ban Nha, do La Otra Crónica của El Mundo biên soạn."
Luis Alegre Zahonero,2015,"Vào tháng 2 năm 2015, ông được bầu làm Tổng thư ký của đảng tại Cộng đồng Madrid."
Luis Alegre Zahonero,2015,"Vào tháng 11 năm 2015, ông tuyên bố rằng ông sẽ không nằm trong danh sách các ứng cử viên của Podemos cho cuộc Tổng tuyển cử sắp tới, ông muốn ở lại trường đại học của mình."
John Barnes,1945,"Barnes sinh ra tại Jamaica, là con của Roderick Kenrick ""Ken"" Barnes (sinh ngày 23 tháng 8 năm 1945) người Trinidad và Frances Jeanne Hill người Jamaica.."
John Barnes,1981,"Anh gia nhập Watford lúc 17 tuổi vào năm 1981 và trong sáu năm có 296 lần ra sân cho câu lạc bộ, ghi 85 bàn."
John Barnes,1981,"Sau trận đấu thử việc thành công trong đội hình dự bị của Watford, Barnes được ký hợp đồng ngày 14 tháng 7 năm 1981 với mức phí một bộ quần áo thi đấu."
John Barnes,1981,Barnes có trận ra mắt đội năm 17 tuổi khi vào sân thay người ngày 5 tháng 9 năm 1981 trong trận hòa 1-1 với Oldham Athletic ở giải Football League Second Division tại Vicarage Road.
John Barnes,1983,"Anh có trận ra mắt tuyển Anh năm 1983 và bốn năm sau gia nhập Liverpool với giá 900,000 £."
John Barnes,1983,"Barnes có trận ra mắt tuyển Anh dưới thời Bobby Robson ngày 28 tháng 5 năm 1983 khi anh vào sân thay thế người đồng đội ở Watford Luther Blissett khi tuyển Anh hòa 0-0 với Bắc Ireland trong một trận đấu tại giải British Championship ở Windsor Park, Belfast."
John Barnes,1984,Ngày 10 tháng 6 năm 1984 Barnes lập công vào lưới Brazil khi anh bứt tốc và vượt qua vài hậu vệ Brazil trước khi đi vòng qua Roberto Costa và bấm bóng vào lưới trống trong một trận giao hữu tại sân vận động Estádio do Maracanã ở Rio de Janeiro.
John Barnes,1987,"Từ năm 1987 đến 1997 Barnes giành cúp First Division hai lần và Cúp FA hai lần cùng Liverpool, ghi 106 bàn trong 402 lần ra sân."
John Barnes,1987,"Barnes rời Watford vào ngày 9 tháng 6 năm 1987 với mức phí 900,000 £ để gia nhập Liverpool của Kenny Dalglish, sau 233 lần ra sân trong màu áo Bầy ong và ghi 65 bàn."
John Barnes,1987,Barnes có trận ra mắt cho The Kop bên cạnh Beardsley vào ngày 15 tháng 8 năm 1987 trong trận thắng 2-1 trước Arsenal tại Highbury.
John Barnes,1990,"Trong thời gian diễn ra chiến dịch vòng chung kết Giải bóng đá vô địch thế giới 1990, anh đã thu âm một bản rap của bài hát chính thức cho đội tuyển, ""World in Motion"" của New Order."
John Barnes,1995,"Tính đến thời điểm Barnes ra sân lần cuối cùng cho tuyển Anh năm 1995, anh đã có 79 lần khoác áo Tam sư - một kỷ lục cho một cầu thủ người da màu."
John Barnes,1997,"Trong mùa 1997-98 Barnes chủ yếu chơi hỗ trợ, thay thế Alan Shearer sau khi cầu thủ này bị dính chấn thương trong gần hết mùa giải, và Barnes đã kết thúc ở vị thế vua phá lưới của Newcastle, làm nổi bật lên khả năng săn bàn yếu kém của Magpie trong lúc thiếu vắng cả Shearer và Ferdinand."
Huỳnh Thị Thanh Bình,1975,"Huỳnh Thị Thanh Bình sinh ngày 26 tháng 9 năm 1975, quê ở Tuy Phước, Bình Định."
Huỳnh Thị Thanh Bình,1997,Bà tốt nghiệp đại học ngành Công nghệ thông tin tại Đại học Bách Khoa Hà Nội vào năm 1997.
Huỳnh Thị Thanh Bình,1998,"Năm 1998, ở tuổi 23, bà trở thành giảng viên Khoa Công nghệ thông tin (sau là Viện công nghệ Thông tin và Truyền thông) của Trường Đại học Bách khoa Hà Nội."
Huỳnh Thị Thanh Bình,2011,"Năm 2011, bà hoàn thành luận án tiến sĩ bằng tiếng Anh và được Trường Đại học Bách khoa Hà Nội cấp bằng Tiến sĩ ngành Công nghệ thông tin, chuyên ngành Khoa học máy tính."
Huỳnh Thị Thanh Bình,2014,"Năm 2014, khi khoa Công nghệ thông tin phát triển thành Viện Công nghệ thông tin và Truyền thông, bà giữ chức vụ Phó Viện trưởng."
Huỳnh Thị Thanh Bình,2015,Bà được công nhận chức danh Phó Giáo sư ngành Công nghệ thông tin vào năm 2015.
Huỳnh Thị Thanh Bình,2018,"Giải nhất trong cuộc thi Tối ưu tiến hóa đa nhiệm, Tối ưu đơn mục tiêu đa nhiệm tại Hội nghị toàn cầu của IEEE về Trí tuệ tính toán (The 2018 IEEE World Congress on Computational Intelligence - WCCI 2018 - Competition on Evolutionary Multi-task Optimization, Multi-task single-objective optimization)."
Huỳnh Thị Thanh Bình,2021,"Năm 2021, bà được bổ nhiệm Phó Hiệu trưởng Trường Công nghệ thông tin và Truyền thông và giữ chức vụ này cho đến nay."
Huỳnh Thị Thanh Bình,2021,"Giải Nhất tại cuộc thi Tiến hóa đa nhiệm, Tối ưu đa nhiệm đơn mục tiêu, Hội nghị Tính toán tiến hóa của Hiệp hội kỹ thuật Điện Điện từ năm 2021 (Competition on Evolutionary Multi-task Optimization, Multi-task Single-objective Optimization (MTSOO), 2021 IEEE World Congress on Computational Intelligence WCCI 2022)."
Huỳnh Thị Thanh Bình,2021,"Giải Nhất tại cuộc thi Tiến hóa đa nhiệm, Tối ưu đa nhiệm đơn mục tiêu, Hội nghị Tính toán tiến hóa của Hiệp hội kỹ thuật Điện Điện tử năm 2021 (Competition on Evolutionary Multi-task Optimization, Multi-task Single-objective Optimization (MTSOO), 2021 IEEE Congress on Evolutionary Computation - CЕС 2021)."
Huỳnh Thị Thanh Bình,2022,"Theo nguồn thông tin từ báo chí chính thống, cho đến năm 2022, ngành Công nghệ thông tin có 10 giáo sư trong đó chỉ có 1 nữ là Giáo sư Phan Thị Tươi."
Huỳnh Thị Thanh Bình,2023,"Năm 2023 có thêm 2 người (ông Huỳnh Xuân Hiệp sinh năm 1973, ông Nguyễn Hiếu Minh sinh năm 1971) được phong Giáo sư."
Huỳnh Thị Thanh Bình,2024,"Giáo sư duy nhất của ngành Công nghệ thông tin được phong năm 2024 là ông Lê Sỹ Vinh, sinh năm 1980."
Cao Ly Mục Tông,1003,Hai người tư thông với nhau và có một người con trai vào năm 1003.
Cao Ly Mục Tông,1005,"Năm 1005, Thôi Xung (최충, 崔沖) đã đi thi khoa cử của Cao Ly (đời vua Cao Ly Mục Tông) và vượt qua kỳ thi lấy bằng chinsa với số điểm cao nhất."
Cao Ly Mục Tông,1009,"Cao Ly Mục Tông (Hangeul: 고려 목종, chữ Hán: 高麗 穆宗; 5 tháng 7 năm 980 – 2 tháng 3 năm 1009, trị vì 997 – 1009) là quốc vương thứ 7 của vương triều Cao Ly tại Triều Tiên."
Cao Ly Mục Tông,1009,"Ngày 13 tháng 2 năm 1009, Kim Trí Dương lộng quyền, mưu giết Mục Tông để đoạt ngôi cho con mình."
Cao Ly Mục Tông,1009,"Cùng ngày 2 tháng 3 năm 1009 đó, Mục Tông bị cấp dưới của mình (đã được Khang Triệu hạ lệnh từ trước) ám sát ở Jeokseong-myeon, Paju-si trên đường đến Chungju, nơi sẽ giam giữ Mục Tông, Tuyên Chính Vương hậu và Thiên Thu Vương thái hậu."
Cao Ly Mục Tông,1009,"Cũng trong ngày 2 tháng 3 năm 1009 đó, Khang Triệu cùng với các đồng minh của mình là Thôi Hàng (최항, 崔沆, Choe Hang), Chae Chung-sun đã đưa Vương Tuân (王詢, 왕순) lên ngôi, tức Cao Ly Hiển Tông."
Cao Ly Mục Tông,1029,"Ngay sau đó, Thiên Thu Vương thái hậu được trả tự do khỏi Chungju và bà đến sống ở Hoàng Châu, về sau được hồi cung và mất ngay năm đó (vào năm 1029)."
Cao Ly Mục Tông,2023,Được đóng bởi Baek Sung-hyun trong bộ phim truyền hình KBS2 năm 2023 Korea–Khitan War.
Allison Iraheta,2001,"Năm 2001, cô học thanh nhạc với Raphael Enriquez ở trường nghệ thuật và âm nhạc Los Angeles."
Allison Iraheta,2006,"Năm 2006, Allison chiến thắng ở chương trình truyền hình thực tế của Telemundo Quinceañera, nơi cô đã hát cả tiếng Anh và tiếng Tay Ban Nha."
Allison Iraheta,2009,"Album đầu tay của Allison, Just Like You, phát hành ngày 1 tháng 12 năm 2009."
Allison Iraheta,2009,Allison thử giọng American Idol (mùa 8) ở San Francisco năm 2009.
Allison Iraheta,2009,"Vào ngày 6/5/2009 Allison bị loại khỏi cuộc thi, xếp hạng 4 Slash nói rằng ""Allison không xứng đáng bị loại quá sớm."
Allison Iraheta,2009,"Allison cũng trình diễn ""Barracuda"" trên The Tonight Show with Conan O' Brien vào nagy2 15/7/2009 để quảng bá show diễn.."
Allison Iraheta,2009,"Tháng 9 năm 2009, Allison tham gia tour diễn 50 thành phố với các thí sinh American Idol, trong khi bắt đầu thu âm album đầu tay ""Just like you""."
Allison Iraheta,2009,"Album đầu tay của Allison phát hành ngày 1 tháng 12 năm 2009 Đĩa đơn ""Friday I'll Be Over U"" do Max Martin sản xuất được phát hành vào ngày 5 tháng 10 năm 2009 và được đưa lên các phương tiện kỹ thuật số vào ngày 3 tháng 11 năm 2009."
William Bateson,1862,"Bateson sinh ngày 8 tháng 8 năm 1862 ở Whitby, vùng ven biển Yorkshire, con trai của William Henry Bateson."
William Bateson,1883,"Từ năm 1883 ông sang Hoa Kỳ làm việc trong phòng thí nghiệm của William Keith Brooks, tại Phòng thí nghiệm Zoölogical Chesapeake ở Hampton, Virginia."
William Bateson,1884,"Sau đó, khoảng năm 1884, ông trở về Anh thì chuyển sang chuyên ngành tiến hóa, nghiên cứu về biến dị và di truyền."
William Bateson,1894,"Các kết quả theo hướng này tập trung trong cuốn ""Materials for the study of variation"" (Tài liệu nghiên cứu về biến dị) xuất bản năm 1894."
William Bateson,1900,"Năm 1900, ông đọc bài báo ""Thí nghiệm với cây lai"" của Gregor Mendel mà Hugo de Vries, Carl Correns và Erich Tschermak von Seysenegg đã phát hiện trước đó không lâu, thì phát hiện ra rằng nhiều kết quả nghiên cứu của ông về sinh sản và kế thừa tính trạng đã được Mendel giải thích một cách hoàn hảo hơn cả bản thân mình."
William Bateson,1900,"Trước năm 1900 (trước khi Bateson chuyển sang hẳn lĩnh vực Di truyền học), ông nghiên cứu về các biến đổi liên quan tới cơ chế tiến hóa sinh học chủ yếu dưới ảnh hưởng của học thuyết chọn lọc tự nhiên mà Charles Darwin công bố năm 1859."
William Bateson,1900,"Vào khoảng đầu năm 1900, Carl Correns, Hugo De Vries và Erich Von Tschermak cũng đã tiến hành các thí nghiệm lai giống tương tự, dẫn đến ""khám phá lại"" quy luật Mendel sáu tháng sau đó."
William Bateson,1910,"Năm 1910, ông rời bỏ nhiệm vụ này, dành phần cuối đời đẻ viết sách và lãnh đạo Học viện John Innes tại Merton (thuộc London, sau này chuyển đến Norwich), biến nó thành một trung tâm nghiên cứu di truyền học."
William Bateson,1913,Mendel's Principles of Heredity (1913).
William Bateson,1926,"Ông mất ngày 8 tháng 2 năm 1926 ở London Borough of Merton, thọ 64 tuổi."
Kyaw Moe Tun,1962,"Cha ông là thành viên của một đảng xã hội chủ nghĩa, đảng này liên quan đến lãnh đạo quân sự đã tổ chức cuộc đảo chính đầu tiên của Myanmar vào năm 1962, mở ra gần nửa thế kỷ khiến Myanmar bị giới quân sự quản lý theo chủ nghĩa biệt lập."
Kyaw Moe Tun,1969,Kyaw Moe Tun sinh ngày 28 tháng 7 năm 1969.
Kyaw Moe Tun,1997,"Ông từng là Bí thư thứ ba / thứ hai tại Đại sứ quán Myanmar tại Jakarta, Indonesia từ năm 1997 đến 2001 và được bổ nhiệm làm Bí thư thứ ba/thứ hai tại Đại sứ quán Myanmar ở Jakarta, Indonesia từ tháng 7 năm 1997 đến tháng 5 năm 2001."
Kyaw Moe Tun,2001,"Sau Indonesia, ông làm trợ lý Vụ trưởng Vụ Lễ tân thuộc Bộ Ngoại giao từ năm 2001 đến năm 2002."
Kyaw Moe Tun,2005,"Từ tháng 7 năm 2005 đến tháng 1 năm 2009, ông là thư ký thứ nhất tại Phái đoàn thường trực Myanmar tại Liên Hợp Quốc ở New York."
Kyaw Moe Tun,2011,"Sau đó, Kyaw Moe Tun được điều động đến Đại sứ quán Myanmar tại Singapore với tư cách là Tham tán/Cố vấn Bộ trưởng từ năm 2011 đến năm 2012."
Kyaw Moe Tun,2012,Ông giữ chức Tham tán Bộ trưởng tại Phái bộ thường trực của Myanmar tại Liên Hợp Quốc từ tháng 4 năm 2012 đến tháng 3 năm 2015.
Kyaw Moe Tun,2015,"Tháng 1 năm 2015, ông được bổ nhiệm giữ chức vụ Giám đốc các Tổ chức Quốc tế và Ủy ban Phát triển Kinh tế, rồi thăng chức Phó Tổng giám đốc vào tháng 3 năm 2015 và Tổng giám đốc vào tháng 9 năm 2016."
Kyaw Moe Tun,2016,"Trước khi được bổ nhiệm vào vị trí này, ông từng là Tổng giám đốc các Tổ chức Quốc tế và Ủy ban Phát triển Kinh tế thuộc Bộ Ngoại giao từ năm 2016 đến năm 2018."
Kyaw Moe Tun,2018,"Vào ngày 28 tháng 7 năm 2018, Kyaw Moe Tun được bổ nhiệm làm Đại diện Thường trực của Myanmar tại Văn phòng Liên hợp quốc và các tổ chức quốc tế khác tại Geneva, cũng như Hội nghị giải trừ quân bị."
Kyaw Moe Tun,2020,"Ngày 20 tháng 10 năm 2020, ông được bổ nhiệm làm Đại diện thường trực của Myanmar tại Văn phòng Liên Hợp Quốc và các tổ chức quốc tế khác tại New York."
Kyaw Moe Tun,2021,"Sau cuộc đảo chính Myanmar năm 2021, Kyaw Moe Tun đã có bài phát biểu tại Đại hội đồng Liên Hợp Quốc vào ngày 26 tháng 2 năm 2021, kêu gọi quốc tế cùng hành động để chống lại chế độ quân sự."
Kyaw Moe Tun,2021,"Vào ngày 1 tháng 3 năm 2021, ông đã gửi thư cho Chủ tịch Đại hội đồng và António Guterres, nói rằng ông đại diện cho chính phủ ""hợp pháp"" của đất nước và vẫn là đại sứ của Myanmar."
Jay Inslee,1969,"Jay Inslee theo học Trường Trung học Ingraham của Seattle, nơi ông là học sinh danh dự và vận động viên ngôi sao thanh thiếu niên, tốt nghiệp năm 1969."
Jay Inslee,1973,Ông lấy bằng Cử nhân Nghệ thuật chuyên ngành Kinh tế năm 1973.
Jay Inslee,1976,"Sau đó, ông theo học Trường Luật của Đại học Willamette, lấy bằng Tiến sĩ Luật (JD) năm 1976."
Jay Inslee,1985,"Ông lần đầu tiên hoạt động chính trị vào năm 1985, trong khi vận động cho việc xây dựng một trường trung học mới."
Jay Inslee,1988,Jay Inslee tranh cử vào Hạ viện Washington năm 1988 sau khi Đại diện Đảng Cộng hòa đương nhiệm Jim Lewis rời nhiệm sở.
Jay Inslee,1990,"Năm 1990, ông tái đắc cử với 62% số phiếu."
Jay Inslee,1991,"Năm 1991, ông đã bỏ phiếu cho một dự luật yêu cầu tiểu bang đưa ra chiến lược năng lượng hiệu quả về chi phí và các cơ quan tiểu bang cũng như các khu trường học phải theo đuổi và duy trì các hoạt động tiết kiệm năng lượng."
Jay Inslee,1993,Ông nguyên đã phục vụ tại Hạ viện Hoa Kỳ từ năm 1993 đến năm 1995 và một lần nữa từ năm 1999 đến năm 2012; nguyên Hạ nghị sĩ Hạ viện tiểu bang Washington và là ứng cử viên Tổng thống Hoa Kỳ trong cuộc bầu cử năm 2020.
Jay Inslee,1994,"Ông đã thua cuộc tái tranh cử trong cuộc cách mạng Cộng hòa năm 1994 ở một trận tái đấu với đối thủ năm 1992, Doc Hastings."
Jay Inslee,1994,Jay Inslee cho rằng thất bại năm 1994 của ông một phần lớn là do ông bỏ phiếu cho Lệnh cấm vũ khí tấn công của Liên bang.
Jay Inslee,1996,"Đến năm 1996, ông tranh cử Thống đốc Washington, đã thua trong trận sơ bộ."
Jay Inslee,1996,"Sau khi không thành công trong tranh cử Thống đốc 1996, ông được Tổng thống Bill Clinton bổ nhiệm làm Giám đốc khu vực của Bộ Y tế và Dịch vụ Nhân sinh Hoa Kỳ."
Nelson David Cabrera,2005,Cabrera bắt đầu sự nghiệp của mình tại câu lạc bộ Olimpia Asunción và chuyển đến đại kình địch Cerro Porteño vào năm 2005.
Nelson David Cabrera,2007,"đó, anh đã giành được hai chức vô địch và là đội trưởng của đội từ năm 2007 đến năm 2008."
Nelson David Cabrera,2007,"Cabrera được sinh ra và lớn lên ở Paraguay, và đại diện cho đội tuyển quốc gia của họ trong một trận giao hữu năm 2007."
Nelson David Cabrera,2009,"Trong mùa giải 2009–2010, anh chơi cho CFR Cluj, nơi anh vô địch Liga I và thi đấu tại UEFA Europa League."
Nelson David Cabrera,2016,"Tuy nhiên, sau đó anh chơi ở Bolivia, nhập quốc tịch và ra mắt chính thức cho Đội tuyển bóng đá quốc gia Bolivia vào năm 2016."
Nelson David Cabrera,2018,"Sau đó, anh bị FIFA tuyên bố là không đủ điều kiện, dẫn đến việc bị tước quyền tham dự 2 trận đấu gặp Peru và Chile tại Vòng loại Giải vô địch bóng đá thế giới 2018 vào ngày 1 và 8 tháng 9 năm 2016."
Lucy Akello,1980,"Akello sinh ngày 9 tháng 10 năm 1980, tại tiểu quận Lamogi, Quận Amuru, thuộc Vùng phía Bắc của Uganda."
Lucy Akello,2004,"Bà được nhận vào Đại học Makerere, ở Kampala, nơi bà tốt nghiệp năm 2004, với bằng Cử nhân Nghệ thuật Khoa học Xã hội."
Lucy Akello,2005,"Năm 2005, Akello được Ủy ban Công lý & Hòa bình (JPC), một tổ chức phi chính phủ địa phương trong Giáo hội Công giáo, thúc đẩy hòa bình và hòa giải ở miền Bắc Uganda bị chiến tranh tàn phá nhận vào làm việc."
Lucy Akello,2011,"Sau đó, vào năm 2011, Akello đã có bằng Thạc sĩ Nghệ thuật về Nghiên cứu Phát triển, từ Đại học Liệt sĩ Uganda ở Nkozi, Quận Wakiso."
Lucy Akello,2014,Một cuộc bầu cử đặc biệt đã được tổ chức để tìm người thay vào vị trí này vào tháng 12 năm 2014.
Lucy Akello,2016,"Trong cuộc bầu cử quốc hội năm 2016, bà đã trúng cử, một lần nữa với tư cách thành viên của FDC."
Igor Matovič,1973,Igor Matovič được sinh ở Trnava vào 11 tháng 5 năm 1973.
Igor Matovič,1993,"Trong năm 1993, ông đã bắt đầu học tại khoa Quản trị tại Đại học Comenius, đã tốt nghiệp năm 1997."
Igor Matovič,2010,Ông được bầu vào Hội đồng Quốc gia năm 2010 và đã chiến thắng trong danh sách Đảng Tự Do.
Igor Matovič,2010,"Năm 2010, Matovič đã thành lập phong trào công dân Ordinary People (Obyčajní ľudia), phong trào nói chung là theo chính trị trung hữu và đã nhấn mạnh chống tham nhũng."
Igor Matovič,2010,Matovič đã quảng bá phong trào công dân bằng cách sử dụng những tờ rơi được phân phát bởi công ty xuất bản của gia đình ông.
Igor Matovič,2010,"Cùng với 3 thành viên sáng lập tổ chức Ordinary People, ông đã lần đầu tiên thắng cử tại cuộc bầu cử 2010 trên danh sách Đảng Tự Do (Freedom and Solidarity)."
Igor Matovič,2020,"Matovič được bầu lại vào năm 2020, đảng của ông có đủ số ghế để tham gia vào một chính phủ liên minh với ba đảng trung tâm và cánh hữu khác."
Igor Matovič,2020,Những lựa chọn của Matovič cho nội các của ông đã được Tổng thống Zuzana Čaputová chấp nhận và ông được bổ nhiệm làm thủ tướng vào ngày 21 tháng 3 năm 2020.
Igor Matovič,2020,"Đảng OĽaNO của Matovič's đã nhận được đa số phiếu trong cuộc bầu cử nghị viện Slovak 2020 vào 29  tháng 2 năm 2020, thắng 53 ghế trong 150 thành viên Hội đồng Quốc gia với 25,02% phiếu bầu."
Nikolai II của Nga,1868,"Nikolai II của Nga, cũng được viết là Nicholas II (tiếng Nga: Николай II, Николай Александрович Романов, chuyển tự: Nikolay II, Nikolay Alexandrovich Romanov [nʲɪkɐˈlaj ftɐˈroj, nʲɪkɐˈlaj əlʲɪkˈsandrəvʲɪʨ rɐˈmanəf], phiên âm tiếng Việt là Nicôlai II Rômanốp hay Ni-cô-lai II) (19 tháng 5 năm 1868 – 17 tháng 7 năm 1918) là vị Sa hoàng cuối cùng trong lịch sử Nga, cũng là Đại vương công Phần Lan và Vua Ba Lan trên danh nghĩa."
Nikolai II của Nga,1881,"Năm 1881, ông được phong làm Tsesarevich, tức Hoàng thái tử."
Nikolai II của Nga,1881,"Năm 13 tháng 3 năm 1881, ông trở thành Hoàng thái tử (Tsesarevich) còn cha ông thì trở thành Nga hoàng Aleksandr III, sau khi ông nội Nikolai là Nga hoàng Aleksandr II bị tổ chức ""Dân ý"" ám sát."
Nikolai II của Nga,1890,"Năm 1890, Nga hoàng Aleksandr III tuyên bố thiết lập tuyến đường sắt xuyên Siberia."
Nikolai II của Nga,1891,"Đến ngày 28 tháng 3 năm 1891 Thái tử nước Nga đến cửa sông Đồng Nai, sau đó cập bến cảng Sài Gòn."
Nikolai II của Nga,1893,"Khi đó, cho dù triều đình Nga đóng đô tại Sankt-Peterburg và Hoàng gia Nga ngụ tại Cung điện Mùa Đông, các Nga hoàng vẫn tổ chức lễ đăng quang tại Đại giáo đường Upensky (Cái chết của Đức Mẹ Đồng Trinh) ở Moskva, dưới sự chỉ đạo của Thượng phụ là Sergius I (1893 - 1898)."
Nikolai II của Nga,1894,Sa hoàng Nikolai II trị quốc từ năm 1894 đến khi thoái vị vào ngày 15 tháng 3 năm 1917.
Nikolai II của Nga,1894,Những bức thư của Nikolai II sau khi vua Aleksandr III mất năm 1894 cho thấy ông vẫn lưu luyến vua cha.
Nikolai II của Nga,1896,"Tháng 5 năm 1896, sau khi vua cha Aleksandr III qua đời, Thái tử Nikolai lên nối ngôi, nhưng thực tế ông chính thức nắm quyền vào ngày 1 tháng 11 năm 1894, hai năm trước khi diễn ra lễ đăng quang."
Nikolai II của Nga,1896,Lễ đăng quang của Nikolai II và Alix của Hessen và Rhein (lấy tên Nga Aleksandra Fyodorovna) là được diễn ra vào ngày 26 tháng 5 năm 1896 (lịch cũ: 14 tháng 5).
Nikolai II của Nga,1901,"Vài ba vạn học sinh thành phố Sankt-Peterburg tỏ ra bất bình, gây náo loạn vào năm 1901."
Nikolai II của Nga,1901,"Ngày 17 tháng 3 năm 1901, học sinh Sankt-Peterburg bèn nổi dậy, cờ xí của họ toàn mang màu đỏ, ám chỉ rằng cách mạng không thể không đổ máu."
Nikolai II của Nga,1904,"Trong cuộc Chiến tranh Nga-Nhật (1904 - 1905), đế quốc Nga bại trận và mất nhiều đất."
William McKinley,1843,29 tháng 1 năm 1843 – 14 tháng 9 năm 1901) là Tổng thống thứ 25 của Hoa Kỳ tại nhiệm từ năm 1897 cho đến khi ông bị ám sát vào năm 1901.
William McKinley,1876,"Năm 1876, ông được bầu làm dân biểu ở Hạ viện Hoa Kỳ và trở thành một chuyên gia của Đảng Cộng hòa trong vấn đề mức thuế bảo hộ, điều mà ông tin rằng sẽ mang đến sự thịnh vượng cho đất nước."
William McKinley,1877,"McKinley đảm nhận ghế quốc hội vào tháng 10 năm 1877, khi Tổng thống Hayes triệu tập Quốc hội vào phiên họp đặc biệt."
William McKinley,1878,"McKinley đã bỏ phiếu cho Đạo luật Bland–Allison năm 1878, bắt buộc chính phủ phải mua số lượng lớn bạc để kiếm tiền, đồng thời cũng tham gia vào đa số trong mỗi viện để bác bỏ quyền phủ quyết của Hayes đối với đạo luật."
